Time,X_target,Y_target,Angle_target,X_actual,Y_actual,Angle_actual,U[0],U[1],Uc[0],Uc[1]
1454974381579,606.6583561746467,63.76236259326875,3.036872898470133,-295.42863879430826,279.43586181725061,-759.30749708996768,77.706617858023819,51.818356561175918,-0.76678185167474677,-1.0584593347418298
1454974382579,610.0,3.735172737399427e-14,3.141592653589793,-279.92672670592748,216.69028521483676,-811.39874307459127,77.75986917172861,51.896796503442459,-0.82003316537974869,-1.1368992770084709
1454974384579,606.6583561746468,-63.762362593268534,3.2463124087094526,-280.20637299947555,209.37954528580769,-917.47754412688448,77.867008286448382,52.008074285061674,-0.92717228009945563,-1.2481770586277268
1454974385579,596.6700364476214,-126.82613139883307,3.3510321638291125,-328.17894187372218,167.89307990550611,-969.95132225204009,77.921957635606901,52.154727333180503,-0.98212162925786262,-1.3948301067464395
1454974386579,580.1444749400437,-188.50036656871788,3.4557519189487724,-333.1524460750905,232.17641315673364,-1021.0725018057889,77.976191006099526,52.300346530065411,-1.0363549997506569,-1.5404493036314029
1454974387579,557.2627291619866,-248.10935227623807,3.560471674068432,-287.01238404776763,279.55068018018494,-1073.1586210524054,78.026866549819374,52.210081966091749,-1.0870305434704417,-1.45018473965781
1454974388579,528.2754963085076,-304.9999999999999,3.665191429188092,-253.51267527873412,223.32658118256495,-1124.796948954496,78.073555448919947,51.96549701105284,-1.1337194425709016,-1.2055997846187798
1454974389579,493.50036656871794,-358.54900389840856,3.7699111843077517,-301.46180682701572,178.63662416184542,-1175.1775109029161,78.121883491008887,51.874314863709628,-1.1820474846601776,-1.1144176372757775
1454974391579,453.31834354121065,-408.16966987890333,3.874630939427411,-413.48502398546367,166.52067278649724,-1279.0688595874465,78.224365306319953,51.858176324790428,-1.2845292999708979,-1.0982790983563544
1454974392579,408.1696698789037,-453.3183435412104,3.979350694547071,-353.00497492773997,192.00419868988683,-1332.0145473865336,78.268576291089147,51.40973351415581,-1.3287402847400962,-0.64983628772173707
1454974393579,358.54900389840867,-493.5003665687179,4.084070449666731,-394.37791079928803,143.9975264001817,-1385.1710164109825,78.316483698257812,51.165076259794205,-1.3766476919090433,-0.40517903336031086
1454974394579,305.0000000000002,-528.2754963085075,4.1887902047863905,-365.71379285434909,201.34548064221616,-1436.8463806107718,78.358549508046494,50.676703312630657,-1.4187135016975032,0.083193913803462805
1454974395579,248.10935227623827,-557.2627291619865,4.29350995990605,-303.81597469608897,185.41023035570998,-1487.9259257265853,78.398017291033895,50.114778379424145,-1.458181284684787,0.6451188470098661
1454974396579,188.500366568718,-580.1444749400437,4.39822971502571,-275.65735324636137,127.68829301252669,-1538.7655049207276,78.439342660267698,49.676909163491224,-1.4995066539189517,1.0829880629426518
1454974397579,126.82613139883344,-596.6700364476214,4.50294947014537,-283.92571625390838,62.441608502130521,-1588.8956293499562,78.482270906587829,49.361618282192445,-1.5424349002388504,1.3982789442416619
1454974398579,63.762362593268776,-606.6583561746467,4.607669225265029,-281.67445981222806,-0.13569130673920426,-1637.1690896090249,78.523628277364807,49.065271591346253,-1.5837922710156915,1.6946256350877611
1454974399579,7.470345474798854e-14,-610.0,4.71238898038469,-224.07829168490684,27.538875294879858,-1687.2115244192485,78.56292210179609,48.570668620344264,-1.6230860954473454,2.1892286060896011
1454974401579,-63.762362593268364,-606.6583561746468,4.817108735504349,-138.33866007474856,120.47173409253008,-1786.1301542841409,78.647064542566667,47.915821339175004,-1.7072285362176765,2.8440758872591312
1454974402579,-126.82613139883303,-596.6700364476214,4.921828490624009,-179.99016157211449,167.70270177328422,-1833.7518776930392,78.688264778975267,47.635992203650815,-1.74842877262616,3.1239050227832066
1454974403579,-188.50036656871785,-580.1444749400437,5.026548245743669,-166.66806303164921,105.88094650802083,-1881.6685590615043,78.733004211722758,47.553189421950592,-1.7931682053740152,3.2067078044832882
1454974404579,-248.1093522762379,-557.2627291619866,5.1312680008633285,-132.14968878022637,158.51669489578939,-1933.2921394917053,78.777717196903879,47.274715139424387,-1.837881190554906,3.4851820870097052
1454974405579,-304.99999999999983,-528.2754963085076,5.235987755982988,-72.156705186772456,137.61550329261121,-1981.354857847831,78.823133633565078,47.227799552241258,-1.8832976272159321,3.5320976741928001
1454974406579,-358.54900389840856,-493.50036656871794,5.340707511102648,-89.807565326987117,197.60508227684534,-2027.314602510829,78.86588953723529,47.125620755242267,-1.9260535308865703,3.6342764711915851
1454974407579,-408.16966987890333,-453.31834354121065,5.445427266222308,-26.740068342539232,189.06886236139741,-2074.6659637516836,78.913433371797481,47.221935299002283,-1.9735973654485242,3.5379619274318101
1454974408579,-453.31834354121037,-408.1696698789037,5.550147021341967,-85.990909344127743,210.81789199525912,-2120.3351125825798,78.960279441444811,47.332032717157645,-2.0204434350956695,3.4278645092764033
1454974409579,-493.5003665687179,-358.54900389840867,5.654866776461628,-58.607134659185562,264.63696731028512,-2166.4968472445121,79.006581237636766,47.408817627918246,-2.0667452312881056,3.3510795985155482
1454974410579,-528.2754963085074,-305.0000000000003,5.759586531581287,-29.108329103252593,207.4347726379047,-2213.5427390141922,79.060193630007532,47.807486979795613,-2.1203576236587902,2.9524102466382494
1454974411579,-557.2627291619863,-248.10935227623855,5.864306286700947,-61.867145274201505,259.93886499148454,-2261.3850454125841,79.109634440327426,47.935825625410018,-2.1697984339780043,2.8240716010243125
1454974412579,-580.1444749400437,-188.50036656871802,5.969026041820607,-73.630246282239341,196.89305980369369,-2309.6779644872895,79.165215578274228,48.345279386908224,-2.2253795719254836,2.4146178395256519
1454974413579,-596.6700364476214,-126.82613139883347,6.073745796940266,-12.647349856978851,211.25568708282577,-2358.9003556881521,79.219598471698617,48.663047757983314,-2.27976246534991,2.0968494684505208
1454974414579,-606.6583561746467,-63.76236259326908,6.178465552059926,5.0577588048585138,273.46966536317791,-2408.0962654434288,79.271364165047075,48.838485230719357,-2.3315281586976639,1.9214119957148905
1454974416579,-610.0,-1.1205518212198281e-13,0.0,1.4097431287948565,270.99495547799791,-2501.8603418951466,79.361890438883975,49.05212254503688,-2.4220544325352504,1.7077746813969874
1454974417579,-606.6583561746468,63.76236259326832,0.10471975511965947,-59.77382823912135,290.6026793414722,-2551.1408935497184,79.412166295782853,49.115279081027559,-2.4723302894341304,1.6446181454063082
1454974418579,-596.6700364476216,126.82613139883273,0.20943951023931895,-109.58821576234465,249.51377155164363,-2600.0325310413691,79.463060575810559,49.216245330093123,-2.5232245694611568,1.5436518963411905
1454974419579,-580.1444749400437,188.50036656871782,0.3141592653589793,-80.529283837930862,191.33794552314737,-2651.1613737909429,79.517846668567358,49.40667057298954,-2.5780106622186478,1.3532266534443107
1454974420579,-557.2627291619866,248.10935227623784,0.4188790204786388,-105.84104538618355,132.30921594917538,-2700.5331898160703,79.567092408955205,49.389944641216879,-2.6272564026065428,1.3699525852169159
1454974421579,-528.2754963085079,304.99999999999955,0.5235987755982983,-74.18101996532647,77.063891164122538,-2749.728333385262,79.616534737713962,49.395725197332375,-2.6766987313645418,1.3641720291019683
1454974422579,-493.500366568718,358.5490038984085,0.6283185307179586,-8.5746097372907784,77.565157174912315,-2798.7534951137013,79.664922291672212,49.37012745744623,-2.7250862853234934,1.3897697689876227
1454974423579,-453.3183435412107,408.1696698789033,0.7330382858376181,13.464130895526987,139.16352146061189,-2848.9921581785352,79.711151895746895,49.188152459079141,-2.7713158893981449,1.5717447673547396
1454974424579,-408.16966987890385,453.31834354121014,0.8377580409572776,32.642156099242406,202.29531160162378,-2898.6378670406652,79.756241036773659,48.980871658827198,-2.8164050304242876,1.7790255676070861
1454974425579,-358.5490038984087,493.5003665687179,0.9424777960769379,14.004834711330817,262.7720017333873,-2948.1521040862508,79.799402794674165,48.687303718799498,-2.8595667883254734,2.0725935076343371
1454974426579,-305.0000000000003,528.2754963085074,1.0471975511965974,-43.711624021615393,293.13215477466349,-2999.996832610459,79.843088502688929,48.306544444447496,-2.9032524963401865,2.4533527819863705
1454974427579,-248.10935227623855,557.2627291619863,1.1519173063162569,-12.942529149395117,350.00803341572146,-3049.6175006693547,79.888616997235289,48.138131620884103,-2.9487809908859273,2.6217656055501819
1454974428579,-188.50036656871808,580.1444749400437,1.2566370614359172,-22.658200576854842,414.00019017727573,-3098.4394367631307,79.932720888427269,47.952033522265502,-2.9928848820785321,2.8078637041683758
1454974429579,-126.82613139883352,596.6700364476214,1.3613568165555767,-85.418221634264,412.66195339654956,-3146.9232597464465,79.97454216702117,47.670282455293503,-3.0347061606724384,3.089614771140349
1454974431579,-63.762362593269124,606.6583561746467,1.4660765716752362,-56.064512144437963,412.55626810985387,-3241.587777928798,80.064275513646493,47.506564646181751,-3.1244395072971098,3.2533325802525423
