Time,X_target,Y_target,Angle_target,X_actual,Y_actual,Angle_actual,U[0],U[1],Uc[0],Uc[1]
1454974561963,7.470345474798854e-14,-610.0,4.71238898038469,4.8902161452720847,1018.0885127596678,-2744.9978309034318,71.72720049441935,53.366445803366275,5.2126355119293919,-2.6065485769324117
1454974562963,-63.762362593268364,-606.6583561746468,4.817108735504349,31.206232998166108,1075.2828602262116,-2813.7982976524718,71.126073106681716,53.421689616902292,5.8137628996672825,-2.6617923904681584
1454974563963,-126.82613139883303,-596.6700364476214,4.921828490624009,37.669371479684003,1136.5787032308281,-2886.0407624610793,70.608992748256782,53.481865859114968,6.3308432580923348,-2.7219686326809498
1454974565963,-188.50036656871785,-580.1444749400437,5.026548245743669,-18.731288632120027,1040.2859670468044,-3028.1274613828032,70.513138400928383,53.618620129296716,6.4266976054203608,-2.8587229028628394
1454974566963,-248.1093522762379,-557.2627291619866,5.1312680008633285,26.435467462870598,1083.6195885309717,-3098.853118717534,70.156202427352952,53.680037481304396,6.7836335789960165,-2.9201402548703039
1454974567963,-304.99999999999983,-528.2754963085076,5.235987755982988,65.528548467270554,1036.5779016274994,-3168.4845365226274,70.1231812080282,53.746496387398516,6.8166547983209442,-2.9865991609644591
1454974568963,-358.54900389840856,-493.50036656871794,5.340707511102648,77.068618815278853,975.96981697559886,-3239.0056559393347,70.254085517359229,53.81718945840575,6.6857504889894841,-3.0572922319718967
1454974570963,-408.16966987890333,-453.31834354121065,5.445427266222308,-39.497692367298711,970.16226482860134,-3377.4008882134649,70.316866556967511,53.954022523054704,6.6229694493814426,-3.1941252966206122
1454974571963,-453.31834354121037,-408.1696698789037,5.550147021341967,-100.51461482130456,959.60052165786624,-3450.0755370462075,70.473047457504009,54.027901583322837,6.4667885488451287,-3.26800435688879
1454974572963,-493.5003665687179,-358.54900389840867,5.654866776461628,-40.101518321269346,945.90154376841463,-3521.0497088963025,70.713518190604404,54.101250712569978,6.2263178157442551,-3.3413534861361844
1454974573963,-528.2754963085074,-305.0000000000003,5.759586531581287,-69.665951119383706,891.24725539227234,-3591.5150543129644,71.091042155269932,54.17739221535507,5.848793851078808,-3.4174949889212041
1454974574963,-557.2627291619863,-248.10935227623855,5.864306286700947,-127.8986257189557,908.38184164805671,-3662.989774664461,71.302232559594515,54.251486517697543,5.6376034467549028,-3.4915892912632116
1454974575963,-580.1444749400437,-188.50036656871802,5.969026041820607,-73.573818591182331,938.2280440758517,-3733.299937925517,71.610134342958403,54.325880053919491,5.3297016633903382,-3.5659828274856089
1454974576963,-596.6700364476214,-126.82613139883347,6.073745796940266,-24.356845300592223,897.4942363675583,-3805.3996487742174,72.104482291742343,54.406013810149986,4.8353537146063754,-3.6461165837161502
1454974577963,-606.6583561746467,-63.76236259326908,6.178465552059926,-77.100637361839816,929.47979294525999,-3876.5451103060659,72.319974055594656,54.480179906099998,4.6198619507547525,-3.7202826796657531
1454974579963,-610.0,-1.1205518212198281e-13,0.0,-85.673261695227794,947.93080380107381,-4022.4335186657031,72.547430402035673,54.621818349874715,4.3924056043130557,-3.8619211234408493
1454974580963,-606.6583561746468,63.76236259326832,0.10471975511965947,-42.44954536404888,902.52281974859648,-4094.7389349674745,73.006198232921562,54.702021302263489,3.9336377734271717,-3.9421240758296241
1454974581963,-596.6700364476216,126.82613139883273,0.20943951023931895,-84.32719958355321,951.68153057748907,-4168.0803574907404,73.128254198252705,54.776706132244108,3.811581808096697,-4.016808905809798
1454974582963,-580.1444749400437,188.50036656871782,0.3141592653589793,-108.19426903012968,890.38882560405091,-4239.1294511184824,73.369892104350924,54.85197107970621,3.5699439019977883,-4.0920738532723622
1454974583963,-557.2627291619866,248.10935227623784,0.4188790204786388,-157.5135223962487,933.6955206881446,-4311.9920198734771,73.384036293030675,54.924198649387222,3.5557997133179771,-4.1643014229534323
1454974584963,-528.2754963085079,304.99999999999955,0.5235987755982983,-141.54913130467813,872.87384452916888,-4386.6817504379023,73.554961809771243,55.001715575619336,3.3848741965781839,-4.2418183491849932
1454974586963,-493.500366568718,358.5490038984085,0.6283185307179586,-94.740397330478089,897.39091712717118,-4534.1134133274973,73.621749436977368,55.148268020706652,3.3180865693713408,-4.3883707942727987
1454974587963,-453.3183435412107,408.1696698789033,0.7330382858376181,-153.56998487457238,924.11446439100746,-4608.0611931249359,73.47919221358039,55.21856529440516,3.4606437927683702,-4.4586680679712813
1454974588963,-408.16966987890385,453.31834354121014,0.8377580409572776,-187.0935736398107,866.68364738602463,-4682.8685596392279,73.332927258587958,55.290023908424992,3.6069087477614059,-4.5301266819907084
1454974589963,-358.5490038984087,493.5003665687179,0.9424777960769379,-182.56408572380855,803.35038212970539,-4755.1834538870635,73.199713897087278,55.359278973044972,3.7401221092614181,-4.5993817466111366
1454974590963,-305.0000000000003,528.2754963085074,1.0471975511965974,-182.92941451301033,866.58756648564008,-4828.7276102345268,73.116659867677583,55.42989567865861,3.82317613867116,-4.6699984522247453
1454974591963,-248.10935227623855,557.2627291619863,1.1519173063162569,-244.28358901270911,849.97460089569302,-4900.3920753469047,72.866239990862539,55.495568627066113,4.0735960154868209,-4.7356714006318299
1454974593963,-188.50036656871808,580.1444749400437,1.2566370614359172,-246.53731073998301,948.14306769454242,-5048.6491869828787,72.820485109599431,55.639878767021727,4.1193508967493138,-4.8799815405878491
1454974594963,-126.82613139883352,596.6700364476214,1.3613568165555767,-308.56020407542871,930.26162918011653,-5121.7590532308732,72.657284821061381,55.708281920220806,4.2825511852873435,-4.9483846937869558
1454974595963,-63.762362593269124,606.6583561746467,1.4660765716752362,-254.38728790021023,894.76416487865322,-5194.0481876484091,72.617277613692565,55.778803616322577,4.3225583926568181,-5.0189063898882846
